source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
368,REC-00368,CUST-1019,legacy_export.csv,legacy,MARTHA PRITCHARD,Martha Pritchard,00000000000,,,martha.pritchard@examplemail.co.uk,INV1309,INV-1309,21 January 2025,2025-01-21,PREMIUM CONSULTATION,Premium Consultation,P,Premium,NORTH HQ,North Branch,MANCHESTER,Manchester,United Kingdom,175,175.0,10.0,,,,,,,email updated from contact_updates
369,REC-00369,CUST-1163,legacy_export.csv,legacy,FLORENCE PRESCOTT,Florence Prescott,,,FLORENCE.PRESCOTT@EXAMPLEMAIL.CO.UK,florence.prescott@examplemail.co.uk,INV1310,INV-1310,21-01-2025,2025-01-21,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL HUB,Central Branch,BRISTOL CITY,Bristol,United Kingdom,380,380.0,40.0,,,,,,,
370,REC-00370,CUST-1170,legacy_export.csv,legacy,MATILDA REDFORD,Matilda Redford,+44 7593 460 064,07593460064,matilda.redford@examplemail.co.uk,matilda.redford@examplemail.co.uk,INV1311,INV-1311,12 Feb 2025,2025-02-12,MAINTENANCE VISIT,Maintenance Visit,STD,Standard,CENTRAL HUB,Central Branch,LEEDZ,Leeds,United Kingdom,-1100,-1100.0,40.0,,,,,,,
371,REC-00371,CUST-1171,legacy_export.csv,legacy,CHARLOTTE STERLING,Charlotte Sterling,,,,,1312,INV-1312,10 February 2025,2025-02-10,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,SOUTH,South Branch,LEEDZ,Leeds,United Kingdom,0,0.0,10.0,,,,,,,
372,REC-00372,CUST-1172,legacy_export.csv,legacy,DANIEL MERCER,Daniel Mercer,00000000000,07107721109,daniel.mercer@examplemail.co.uk,daniel.mercer@examplemail.co.uk,1313,INV-1313,17-01-2025,2025-01-17,DEEP CLEANING PACKAGE,Deep Cleaning,P,Premium,central office,Central Branch,manchester,Manchester,United Kingdom,500,500.0,20.0,,,,,,,phone updated from contact_updates
373,REC-00373,CUST-1082,legacy_export.csv,legacy,IMOGEN KENSINGTON,Imogen Kensington,,07624232414,,imogen.kensington@examplemail.co.uk,INV1314,INV-1314,25/03/25,2025-03-25,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,Central Hub,Central Branch,MANCHESTER,Manchester,United Kingdom,95,95.0,10.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
374,REC-00374,CUST-1070,legacy_export.csv,legacy,ROSIE COLLINS,Rosie Collins,00000000000,07352027504,ROSIE.COLLINS@EXAMPLEMAIL.CO,rosie.collins@examplemail.co.uk,INV1315,INV-1315,02 Apr 2025,2025-04-02,ON SITE SETUP,On Site Setup,STD,Standard,North,North Branch,Leeds,Leeds,United Kingdom,225,225.0,10.0,,,,,,,phone updated from contact_updates
375,REC-00375,CUST-1172,legacy_export.csv,legacy,DANIEL MERCER,Daniel Mercer,00000000000,07107721109,DANIEL.MERCER@EXAMPLEMAIL.CO.UK,daniel.mercer@examplemail.co.uk,INV1316,INV-1316,10 Mar 2025,2025-03-10,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM,Premium,central office,Central Branch,manchester,Manchester,United Kingdom,1000,1000.0,40.0,,,,,,,phone updated from contact_updates
376,REC-00376,CUST-1173,legacy_export.csv,legacy,MAX WHITMORE,Max Whitmore,,,MAX.WHITMORE@EXAMPLEMAIL.CO,max.whitmore@examplemail.co.uk,INV1317,INV-1317,27/02/25,2025-02-27,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM SERVICE,Premium,NORTH BRANCH,North Branch,LEEDZ,Leeds,United Kingdom,525,525.0,30.0,,,,,,,
377,REC-00377,CUST-1072,legacy_export.csv,legacy,ARTHUR STERLING,Arthur Sterling,07721609,,,,1318,INV-1318,14 Feb 2025,2025-02-14,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,CENTRAL HUB,Central Branch,MANCHESTER,Manchester,United Kingdom,175,175.0,10.0,,,,,,,
378,REC-00378,CUST-1048,legacy_export.csv,legacy,THOMAS SINCLAIR,Thomas Sinclair,,,THOMAS.SINCLAIR@EXAMPLEMAIL.CO,thomas.sinclair@examplemail.co.uk,1319,INV-1319,14 Mar 2025,2025-03-14,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,SOUTH,South Branch,LEEDS,Leeds,United Kingdom,120,120.0,10.0,,,,,,,
379,REC-00379,CUST-1174,manual_intake_forms.xlsx,manual,Clara Bennett 00000000000,Clara Bennett 00000000000,,,,,,,12/03,2025-03-12,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,central office,Central Office,birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
380,REC-00380,CUST-1175,manual_intake_forms.xlsx,manual,Phoebe Winslow phoebe.winslow@@examplemail.co.uk,Phoebe Winslow Phoebe.Winslow@@Examplemail.Co.Uk,,,,,,,12/03,2025-03-12,installation support,Installation Support,installation support,Installation Support,north,North Branch,leeds,Leeds,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
381,REC-00381,CUST-1063,manual_intake_forms.xlsx,manual,Zara Sutton,Zara Sutton,07581223755,07581223755,,,,,tomorrow,,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,,,bristol city,Bristol,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
382,REC-00382,CUST-1081,manual_intake_forms.xlsx,manual,Isla Ashcroft,Isla Ashcroft,00447682624278,07682624278,isla.ashcroft@examplemail.co,isla.ashcroft@examplemail.co.uk,,,tomorrow,,maint visit,Maintenance Visit,maint visit,Maintenance Visit,south,South Branch,leeds,Leeds,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
383,REC-00383,CUST-1176,manual_intake_forms.xlsx,manual,Henry Templeton 00000000000,Henry Templeton 00000000000,,,henry.templeton@examplemail.co.uk,henry.templeton@examplemail.co.uk,,,next fri,2025-03-14,op check,Op Check,op check,Op Check,north,North Branch,bham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
384,REC-00384,CUST-1041,manual_intake_forms.xlsx,manual,Amelia Darlington,Amelia Darlington,07812308209,07812308209,amelia.darlington@examplemail.co.uk,amelia.darlington@examplemail.co.uk,,,next fri,2025-03-14,op check,Op Check,op check,Op Check,CENTRAL BRANCH,Central Branch,Leedz,Leeds,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
385,REC-00385,CUST-1177,manual_intake_forms.xlsx,manual,Florence Collins 07679153,Florence Collins 07679153,,,florence.collins@examplemail.co.uk,florence.collins@examplemail.co.uk,,,next fri,2025-03-14,store refresh,Store Refresh,store refresh,Store Refresh,south,South Branch,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
386,REC-00386,CUST-1178,manual_intake_forms.xlsx,manual,Thomas Sinclair 07463527,Thomas Sinclair 07463527,,,thomas.sinclair@examplemail.co,thomas.sinclair@examplemail.co.uk,,,09/02,2025-02-09,deep cleaning package,Deep Cleaning,deep cleaning package,Deep Cleaning,south,South Branch,leeds,Leeds,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
387,REC-00387,CUST-1009,manual_intake_forms.xlsx,manual,Poppy Sinclair,Poppy Sinclair,+44 7508 157 429,07508157429,,poppy.sinclair@examplemail.co.uk,,,14 Mar,,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,NORTH HQ,North Branch,birminham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested | email updated from contact_updates
388,REC-00388,CUST-1115,manual_intake_forms.xlsx,manual,Florence Chadwick,Florence Chadwick,,,florence.chadwick@examplemail.co.uk,florence.chadwick@examplemail.co.uk,,,06/02,2025-02-06,deep cleaning package,Deep Cleaning,deep cleaning package,Deep Cleaning,central office,Central Office,bristol,Bristol,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
389,REC-00389,CUST-1094,manual_intake_forms.xlsx,manual,Ivy Langley,Ivy Langley,+44 7477 698 143,07477698143,,,,,19/03,2025-03-19,premium consultation,Premium Consultation,premium consultation,Premium Consultation,south,South Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
390,REC-00390,CUST-1047,manual_intake_forms.xlsx,manual,Sebastian Sinclair,Sebastian Sinclair,00447699226355,07699226355,,,,,next fri,2025-03-14,store refresh,Store Refresh,store refresh,Store Refresh,north,North Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
391,REC-00391,CUST-1144,manual_intake_forms.xlsx,manual,Oliver Sinclair,Oliver Sinclair,,,oliver.sinclair@examplemail.co.uk,oliver.sinclair@examplemail.co.uk,,,next fri,2025-03-14,operational check,Operational Check,operational check,Operational Check,north,North Branch,,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
392,REC-00392,CUST-1179,manual_intake_forms.xlsx,manual,Alfie Fletcher,Alfie Fletcher,,,alfie.fletcher@examplemail.co.uk,alfie.fletcher@examplemail.co.uk,,,08 Feb,,maint visit,Maintenance Visit,maint visit,Maintenance Visit,north,North Branch,leedz,Leeds,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
393,REC-00393,CUST-1111,manual_intake_forms.xlsx,manual,Arthur Mercer,Arthur Mercer,07463016614,07463016614,,arthur.mercer@examplemail.co.uk,,,next fri,2025-03-14,dc,Deep Cleaning,dc,Deep Cleaning,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,,,,,,,,,,New_Customers | asked for callback | email updated from contact_updates
394,REC-00394,CUST-1180,manual_intake_forms.xlsx,manual,Alfie Marlowe alfie.marlowe@@examplemail.co.uk,Alfie Marlowe Alfie.Marlowe@@Examplemail.Co.Uk,,,,,,,tomorrow,,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,south,South Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
395,REC-00395,CUST-1181,manual_intake_forms.xlsx,manual,Sebastian Sinclair sebastian.sinclair@@examplemail.co.uk,Sebastian Sinclair Sebastian.Sinclair@@Examplemail.Co.Uk,00447699226355,07699226355,,,,,17/01,2025-01-17,operational check,Operational Check,operational check,Operational Check,north,North Branch,bham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
396,REC-00396,CUST-1182,manual_intake_forms.xlsx,manual,George Blackwell 07161073,George Blackwell 07161073,,,,,,,tomorrow,,premium consultation,Premium Consultation,premium consultation,Premium Consultation,south,South Branch,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
397,REC-00397,CUST-1049,manual_intake_forms.xlsx,manual,Jack Bennett,Jack Bennett,+44 7903 132 646,07903132646,,jack.bennett@examplemail.co.uk,,,19/03,2025-03-19,op check,Op Check,op check,Op Check,Central Hub,Central Branch,birminham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround | email updated from contact_updates
398,REC-00398,CUST-1077,manual_intake_forms.xlsx,manual,Thomas Sinclair,Thomas Sinclair,+44 7951 078 441,07951078441,,,,,20/02,2025-02-20,maint visit,Maintenance Visit,maint visit,Maintenance Visit,north,North Branch,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
399,REC-00399,CUST-1013,manual_intake_forms.xlsx,manual,Eliza Ellison,Eliza Ellison,+44 7220 117 054,07220117054,,eliza.ellison@examplemail.co.uk,,,20/03,2025-03-20,customer care review,Customer Care Review,customer care review,Customer Care Review,south,South Branch,Birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested | email updated from contact_updates
400,REC-00400,CUST-1002,manual_intake_forms.xlsx,manual,Florence Prescott,Florence Prescott,00447630833445,07630833445,florence.prescott@examplemail.co.uk,florence.prescott@examplemail.co.uk,,,next fri,2025-03-14,priority call,Priority Call,priority call,Priority Call,,,bristol,Bristol,United Kingdom,,,,,,,,,,New_Customers | asked for callback
401,REC-00401,CUST-1069,manual_intake_forms.xlsx,manual,Isla Sterling,Isla Sterling,07685823118,07685823118,ISLA.STERLING@EXAMPLEMAIL.CO.UK,isla.sterling@examplemail.co.uk,,,tomorrow,,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,,,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
402,REC-00402,CUST-1088,manual_intake_forms.xlsx,manual,George Chadwick,George Chadwick,00447409268943,07409268943,george.chadwick@examplemail.co,george.chadwick@examplemail.co.uk,,,29/01,2025-01-29,installation support,Installation Support,installation support,Installation Support,south,South Branch,,,United Kingdom,,,,,,,,,,New_Customers | quoted over phone
403,REC-00403,CUST-1183,manual_intake_forms.xlsx,manual,Matilda Fletcher 07153921,Matilda Fletcher 07153921,,,matilda.fletcher@examplemail.co.uk,matilda.fletcher@examplemail.co.uk,,,next fri,2025-03-14,on site setup,On Site Setup,on site setup,On Site Setup,,,bristol city,Bristol,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
404,REC-00404,CUST-1177,manual_intake_forms.xlsx,manual,Florence Collins 07679153,Florence Collins 07679153,,,florence.collins@examplemail.co.uk,florence.collins@examplemail.co.uk,,,26/01,2025-01-26,customer care review,Customer Care Review,customer care review,Customer Care Review,south,South Branch,,,United Kingdom,,,,,,,,,,New_Customers | wants quick turnaround
405,REC-00405,CUST-1163,manual_intake_forms.xlsx,manual,Florence Prescott,Florence Prescott,,,florence.prescott@examplemail.co.uk,florence.prescott@examplemail.co.uk,,,next fri,2025-03-14,on site setup,On Site Setup,on site setup,On Site Setup,central office,Central Office,bristol city,Bristol,United Kingdom,,,,,,,,,,New_Customers | needs follow up confirmation
406,REC-00406,CUST-1162,manual_intake_forms.xlsx,manual,Theodore Bennett,Theodore Bennett,07927 982 963,07927982963,THEODORE.BENNETT@EXAMPLEMAIL.CO.UK,theodore.bennett@examplemail.co.uk,,,21/01,2025-01-21,store refresh,Store Refresh,store refresh,Store Refresh,north,North Branch,leedz,Leeds,United Kingdom,,,,,,,,,,New_Customers | asked for callback
407,REC-00407,CUST-1088,manual_intake_forms.xlsx,manual,George Chadwick,George Chadwick,00447409268943,07409268943,george.chadwick@examplemail.co,george.chadwick@examplemail.co.uk,,,04/02,2025-02-04,operational check,Operational Check,operational check,Operational Check,south,South Branch,,,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
408,REC-00408,CUST-1035,manual_intake_forms.xlsx,manual,Samuel Bramwell,Samuel Bramwell,,,samuel.bramwell@examplemail.co.uk,samuel.bramwell@examplemail.co.uk,,,16/01,2025-01-16,premium consultation,Premium Consultation,premium consultation,Premium Consultation,,,birmingham,Birmingham,United Kingdom,,,,,,,,,,New_Customers | repeat booking requested
409,REC-00409,CUST-1180,manual_intake_forms.xlsx,manual,Alfie Marlowe alfie.marlowe@@examplemail.co.uk,Alfie Marlowe Alfie.Marlowe@@Examplemail.Co.Uk,,,,,,,14/03,2025-03-14,store refresh,Store Refresh,store refresh,Store Refresh,south,South Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
410,REC-00410,CUST-1049,manual_intake_forms.xlsx,manual,Jack Bennett,Jack Bennett,,07903132646,jack.bennett@examplemail.co.uk,jack.bennett@examplemail.co.uk,,,14/03,2025-03-14,install support,Installation Support,install support,Installation Support,Central Hub,Central Office,birminham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back | phone updated from contact_updates
411,REC-00411,CUST-1176,manual_intake_forms.xlsx,manual,Henry Templeton 00000000000,Henry Templeton 00000000000,,,,,,,14/03,2025-03-14,store refresh,Store Refresh,store refresh,Store Refresh,north,North Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
412,REC-00412,CUST-1184,manual_intake_forms.xlsx,manual,Eleanor Redford 00000000000,Eleanor Redford 00000000000,,,,,,,14/03,2025-03-14,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,south,South Branch,leeds,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
413,REC-00413,CUST-1012,manual_intake_forms.xlsx,manual,Sebastian Chadwick,Sebastian Chadwick,07214 518 079,07214518079,,,,,Monday,,setup,Setup,setup,Setup,south,South Branch,bristol,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
414,REC-00414,CUST-1084,manual_intake_forms.xlsx,manual,Oscar Redford,Oscar Redford,07511 872 350,07511872350,,,,,07/03,2025-03-07,inventory audit,Inventory Audit,inventory audit,Inventory Audit,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
415,REC-00415,CUST-1185,manual_intake_forms.xlsx,manual,Theodore Redford 07575808,Theodore Redford 07575808,,,,,,,Monday,,operational check,Operational Check,operational check,Operational Check,north,North Branch,birmingham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
416,REC-00416,CUST-1032,manual_intake_forms.xlsx,manual,Phoebe Hollis,Phoebe Hollis,,,phoebe.hollis@examplemail.co,phoebe.hollis@examplemail.co.uk,,,Monday,,customer care review,Customer Care Review,customer care review,Customer Care Review,south,South Branch,bham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
417,REC-00417,CUST-1108,manual_intake_forms.xlsx,manual,Daniel Collins,Daniel Collins,00447813962536,07813962536,,,,,14/03,2025-03-14,inventory audit,Inventory Audit,inventory audit,Inventory Audit,north,North Branch,bristol city,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
418,REC-00418,CUST-1186,manual_intake_forms.xlsx,manual,Thomas Sinclair thomas.sinclair@@examplemail.co.uk,Thomas Sinclair Thomas.Sinclair@@Examplemail.Co.Uk,,,,,,,next week,,op check,Op Check,op check,Op Check,north,North Branch,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
419,REC-00419,CUST-1187,manual_intake_forms.xlsx,manual,Theodore Marlowe theodore.marlowe@@examplemail.co.uk,Theodore Marlowe Theodore.Marlowe@@Examplemail.Co.Uk,,,,,,,Monday,,refresh,Refresh,refresh,Refresh,,,bristol,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
420,REC-00420,CUST-1188,manual_intake_forms.xlsx,manual,Eliza Ainsworth 07932894,Eliza Ainsworth 07932894,,,,,,,14/03,2025-03-14,operational check,Operational Check,operational check,Operational Check,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
421,REC-00421,CUST-1159,manual_intake_forms.xlsx,manual,Ivy Marlowe,Ivy Marlowe,07918 982 730,07918982730,,,,,14/03,2025-03-14,store refresh,Store Refresh,store refresh,Store Refresh,north,North Branch,bham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
422,REC-00422,CUST-1189,manual_intake_forms.xlsx,manual,Ivy Bennett 00000000000,Ivy Bennett 00000000000,,,,,,,14/03,2025-03-14,premium consultation,Premium Consultation,premium consultation,Premium Consultation,north,North Branch,bristol,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
423,REC-00423,CUST-1190,manual_intake_forms.xlsx,manual,Matilda Crawford matilda.crawford@@examplemail.co.uk,Matilda Crawford Matilda.Crawford@@Examplemail.Co.Uk,,,,,,,14/03,2025-03-14,deep cleaning package,Deep Cleaning,deep cleaning package,Deep Cleaning,north,North Branch,leedz,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
424,REC-00424,CUST-1191,manual_intake_forms.xlsx,manual,Nathan Sinclair,Nathan Sinclair,,,NATHAN.SINCLAIR@EXAMPLEMAIL.CO.UK,nathan.sinclair@examplemail.co.uk,,,next week,,premium consultation,Premium Consultation,premium consultation,Premium Consultation,south,South Branch,leeds,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
425,REC-00425,CUST-1115,manual_intake_forms.xlsx,manual,Florence Chadwick,Florence Chadwick,,,florence.chadwick@examplemail.co.uk,florence.chadwick@examplemail.co.uk,,,14/03,2025-03-14,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,,,bristol city,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
426,REC-00426,CUST-1160,manual_intake_forms.xlsx,manual,Eleanor Ellison,Eleanor Ellison,,,eleanor.ellison@examplemail.co,eleanor.ellison@examplemail.co.uk,,,next week,,prem consult,Prem Consult,prem consult,Prem Consult,South,South Branch,Bristol City,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
427,REC-00427,CUST-1159,manual_intake_forms.xlsx,manual,Ivy Marlowe,Ivy Marlowe,07918 982 730,07918982730,,,,,12/02,2025-02-12,priority call,Priority Call,priority call,Priority Call,north,North Branch,birminham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
428,REC-00428,CUST-1065,manual_intake_forms.xlsx,manual,Alice Waverley,Alice Waverley,,07731924051,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,alice.waverley@examplemail.co.uk,,,14/03,2025-03-14,premium consultation,Premium Consultation,premium consultation,Premium Consultation,south office,South Branch,LEEDS,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back | phone updated from contact_updates
429,REC-00429,CUST-1192,manual_intake_forms.xlsx,manual,Phoebe Prescott,Phoebe Prescott,,,phoebe.prescott@examplemail.co,phoebe.prescott@examplemail.co.uk,,,14/01,2025-01-14,operational check,Operational Check,operational check,Operational Check,south,South Branch,bristol,Bristol,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
430,REC-00430,CUST-1193,manual_intake_forms.xlsx,manual,Hugo Ellison,Hugo Ellison,+44 7930 353 157,07930353157,,,,,next week,,priority service call,Priority Service Call,priority service call,Priority Service Call,south,South Branch,bham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
431,REC-00431,CUST-1156,manual_intake_forms.xlsx,manual,Martha Sterling,Martha Sterling,,,martha.sterling@examplemail.co.uk,martha.sterling@examplemail.co.uk,,,28/03,2025-03-28,priority call,Priority Call,priority call,Priority Call,north,North Branch,,,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
432,REC-00432,CUST-1037,manual_intake_forms.xlsx,manual,George Sutton,George Sutton,07200 140 141,07200140141,,george.sutton@examplemail.co.uk,,,Monday,,refresh,Refresh,refresh,Refresh,central office,Central Office,BIRMINGHAM,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back | email updated from contact_updates
433,REC-00433,CUST-1184,manual_intake_forms.xlsx,manual,Eleanor Redford 00000000000,Eleanor Redford 00000000000,,,,,,,13/02,2025-02-13,customer care review,Customer Care Review,customer care review,Customer Care Review,south,South Branch,leeds,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
434,REC-00434,CUST-1194,manual_intake_forms.xlsx,manual,Samuel Sinclair 00000000000,Samuel Sinclair 00000000000,,,,,,,14/03,2025-03-14,maintenance visit,Maintenance Visit,maintenance visit,Maintenance Visit,,,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
435,REC-00435,CUST-1195,manual_intake_forms.xlsx,manual,Martha Pritchard 00000000000,Martha Pritchard 00000000000,,,,,,,26/01,2025-01-26,deep cleaning package,Deep Cleaning,deep cleaning package,Deep Cleaning,north,North Branch,,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back
436,REC-00436,CUST-1044,manual_intake_forms.xlsx,manual,Sebastian Langley,Sebastian Langley,,,sebastian.langley@examplemail.co,sebastian.langley@examplemail.co.uk,,,14/03,2025-03-14,refresh,Refresh,refresh,Refresh,,,leeds,Leeds,United Kingdom,,,,,,,,,,Walk_In_Log | walk in enquiry
437,REC-00437,CUST-1196,manual_intake_forms.xlsx,manual,Arthur Mercer arthur.mercer@@examplemail.co.uk,Arthur Mercer Arthur.Mercer@@Examplemail.Co.Uk,,,,,,,24/02,2025-02-24,priority service call,Priority Service Call,priority service call,Priority Service Call,north,North Branch,birminham,Birmingham,United Kingdom,,,,,,,,,,Walk_In_Log | requested quote
438,REC-00438,CUST-1010,manual_intake_forms.xlsx,manual,Sophie Bramwell,Sophie Bramwell,,07153992714,sophie.bramwell@examplemail.co,sophie.bramwell@examplemail.co.uk,,,14/03,2025-03-14,operational check,Operational Check,operational check,Operational Check,South Branch,South Branch,Mcr,,United Kingdom,,,,,,,,,,Walk_In_Log | needs call back | phone updated from contact_updates
